tfe342,61.0,-69.0,48.9,-82.5,-52.1,-4.7,62.4
hgv303,-87.2,-24.5,84.7,-20.6,-97.2,54.4,23.6
nuv126,42.3,72.1,61.9,69.1,-45.1,24.6,68.0
sfc539,62.5,36.4,-97.2,7.0,-94.6,49.6,-58.0
yer489,5.7,-18.0,40.4,61.6,16.2,41.0,-8.4
nse559,-38.0,19.4,42.8,9.0,16.2,-5.2,19.0
ibx451,-62.1,91.7,55.3,-48.2,-53.3,-91.3,28.2
mog020,35.6,-34.1,-67.6,92.6,-17.5,-95.8,-77.1
bvw996,90.3,-14.0,84.2,40.0,-81.3,67.2,-38.1
vkx288,-61.0,78.9,-43.9,-28.5,95.8,-79.3,10.5
wch940,-33.0,-98.3,55.4,60.4,92.4,19.8,19.7
vtx573,23.0,-2.3,-56.1,-4.3,56.0,-45.4,1.2
tqu825,-15.2,-43.0,-24.8,-49.9,-96.0,-63.6,-67.9
smm609,22.2,-0.7,88.5,9.5,45.9,-18.8,58.6
tmf226,42.5,90.5,77.3,10.2,30.4,97.6,-14.2
uwc691,63.4,35.8,4.1,21.8,16.3,70.0,-90.5
uhy573,48.5,-10.1,8.7,-50.3,5.9,16.5,25.8
ngn835,19.2,73.8,-41.7,-66.6,42.8,-10.0,15.0
dvu271,-69.6,-94.4,-5.2,-33.9,82.5,-54.1,-57.4
yzt525,32.3,21.5,79.8,28.2,-36.0,68.9,-88.5
gbi755,50.0,8.4,84.7,-43.3,-36.1,-99.6,-28.4
vtk272,33.8,-44.5,-50.6,76.2,14.8,65.0,78.6
nnn461,-47.5,51.9,94.9,90.8,-28.7,-95.8,-51.3
ixt615,16.1,73.1,86.8,0.8,-98.0,-20.5,-14.4
kft331,-95.3,-33.6,2.1,24.1,-91.3,43.1,-0.2
yip207,-44.6,-64.4,40.4,14.7,88.7,-87.6,-49.6
nvp886,-38.1,89.9,54.4,25.1,70.0,42.4,24.1
enj825,-46.1,-17.5,-83.6,-79.0,39.0,77.6,-99.8
gtr446,36.7,-14.8,-95.9,34.6,-75.1,-88.3,-62.9
wzu969,-45.6,-77.5,-2.2,3.3,-61.2,-80.2,21.9
ged708,-62.7,58.1,-55.3,-40.8,57.0,-98.8,-68.0
oxf317,68.1,79.8,95.8,-46.8,84.8,-96.9,78.5
wqb962,3.7,-35.7,-80.8,-13.1,-78.7,59.7,84.9
rks998,27.0,-5.6,-58.1,-28.9,-39.9,85.9,-46.3
kxr942,-48.3,-8.5,-32.1,-39.8,84.7,-29.6,-27.9
ghc000,-42.9,14.6,71.1,35.0,37.2,90.0,71.1
tac067,13.2,-50.8,55.4,14.8,-37.4,-7.1,-10.9
wfh354,-48.5,-11.0,-1.1,33.7,-36.0,3.3,39.7
sgt244,99.2,69.5,-90.3,-99.3,29.1,72.6,-41.9
mbj725,-79.9,-5.1,-47.4,-36.0,85.4,11.6,15.4
jdi820,-48.8,-61.6,44.9,99.2,-4.7,-30.3,13.9
rzj229,85.1,14.6,44.5,-67.0,89.2,-26.8,-22.8
byv041,97.1,-85.6,-88.5,60.2,16.6,38.6,-62.8
nxf516,26.8,-9.4,70.9,55.6,-92.7,-74.1,50.9
fuq525,60.6,-31.0,-63.7,-24.2,-48.5,-42.1,-45.2
dtf745,-1.9,-92.1,47.7,20.4,14.5,-18.6,-37.8
cou539,-7.8,-59.1,-4.4,-53.9,-18.3,22.6,71.1
wpz168,-69.4,-23.8,-49.5,38.3,63.1,86.3,36.1
dop569,52.8,-96.0,71.7,-26.5,16.6,12.5,-25.6
mjz806,-53.7,17.2,-82.0,-54.4,-83.1,29.9,-27.3
klo959,94.2,7.6,-20.2,-44.8,-27.2,-40.8,-35.9
fog137,-42.6,91.8,-46.8,-27.8,20.2,86.5,-66.0
lte453,-11.7,-38.6,33.5,57.4,-98.4,-18.0,-93.4
qbl698,-37.0,-58.7,47.5,-78.2,2.1,-4.6,-24.5
tml480,-29.9,39.6,-15.3,-89.3,68.2,-25.0,-23.0
lbm613,-70.4,36.0,60.7,-50.4,-38.0,-99.8,-64.8
nsu997,10.3,36.9,94.2,-18.0,96.9,27.6,54.7
afq735,-14.7,1.1,52.8,-53.6,-21.2,-62.4,-98.8
lsk440,-20.1,-47.7,4.2,-3.8,20.6,-31.9,-60.3
vki343,65.9,50.0,18.6,8.4,97.1,35.9,9.6
cpv816,-73.6,-79.5,65.5,50.6,81.4,35.4,-4.2
tps441,68.2,-68.6,-50.3,85.3,25.9,77.1,-52.0
bky888,91.4,-31.3,89.6,73.2,98.8,-71.5,93.3
yex191,29.4,29.3,-15.8,-9.3,98.5,-38.0,-42.8
vme702,-14.4,67.9,-64.2,-46.2,-68.3,-18.9,3.5
hjm440,-52.8,-6.9,45.6,-17.5,-25.8,89.8,-92.8
rsf649,-89.3,30.6,8.9,45.0,-43.5,-38.8,-86.0
cqx538,54.2,15.9,91.8,78.2,36.4,37.0,7.5
flo735,88.5,-85.1,79.7,57.0,53.8,-38.4,-45.1
nfc942,28.1,-57.0,11.5,91.0,4.5,85.2,-46.4
sog628,68.7,46.0,-20.9,-64.8,-86.3,94.1,-53.4
crj055,79.5,-85.3,72.7,48.9,-33.0,-20.6,-37.8
apl963,-2.4,-33.1,-17.0,-32.3,62.0,-28.9,-78.2
hls786,60.4,2.5,80.1,-77.1,74.2,-84.8,34.1
luw825,-77.7,-10.0,11.9,59.6,54.8,-89.5,51.6
fcg915,87.4,-63.1,96.7,-33.6,14.6,92.6,-48.2
thl707,-46.4,-14.0,-4.7,7.7,38.5,-57.1,-25.9
ooi578,-87.0,-74.7,-66.1,-0.1,37.2,-37.6,-69.0
gbx000,96.7,-86.5,-4.5,60.7,64.7,60.6,-29.3
hbx698,31.6,-53.7,-9.9,60.3,-0.5,36.4,47.7
xto022,56.9,-29.6,-12.1,-34.2,46.8,19.1,70.4
hex640,-7.1,-80.3,47.0,72.5,-78.3,-57.1,87.1
gkl117,-54.0,85.1,37.3,-22.3,-33.5,-60.3,-56.9
yox516,-32.7,54.2,-51.5,23.6,26.6,-81.3,21.8
jdk423,73.1,41.5,-31.1,15.1,75.9,22.0,27.2
qaf868,54.6,-69.8,72.8,-29.5,8.2,87.3,-38.3
umi423,24.6,27.9,55.3,-53.9,-86.2,-64.0,-77.2
loa686,87.5,31.3,69.8,65.6,-9.0,92.7,56.0
opq500,-73.3,-4.1,91.0,-0.2,35.4,-21.9,-45.6
jfi861,72.4,-82.8,-47.2,77.5,90.9,90.5,-38.1
ulm705,76.7,16.7,-96.9,41.4,87.3,56.4,99.9
ual902,98.0,43.0,21.9,78.3,-28.4,-93.9,66.4
sdk293,-63.3,12.1,-47.2,-72.6,-72.0,-30.0,14.5
heb365,1.5,-30.2,75.1,-36.8,20.2,20.6,-69.4
tzb374,99.5,-38.0,-6.6,-56.0,0.8,7.7,19.7
gka460,3.4,-0.2,-18.0,-66.8,-28.0,-1.4,32.8
zjz778,89.1,92.2,-35.4,63.8,-44.2,2.7,-72.6
kgm413,-10.8,-37.6,59.2,-97.3,19.9,-42.9,-53.7
msd234,11.0,-61.0,76.5,10.0,-70.6,-55.3,73.3
lck340,12.8,48.6,71.4,-87.3,-85.8,87.6,64.7
bcx461,-89.6,88.0,-34.7,20.0,-77.1,69.0,43.0
jpw486,-14.8,75.5,-73.9,-80.3,96.6,27.4,7.4
vgt275,67.3,-2.0,7.3,27.4,-7.1,-84.2,-61.3
qqj922,-17.7,71.2,75.3,-44.8,21.5,-57.4,-21.1
amu179,-70.9,-51.9,66.8,-75.9,5.5,-6.2,-50.9
npu924,-0.4,-84.0,32.0,46.2,33.8,0.6,-12.1
yxa833,-31.0,-53.5,62.6,19.5,2.9,-98.9,73.2
yon399,37.0,-19.2,-97.5,-3.3,-41.6,65.0,83.6
vpx870,-13.7,-92.9,-99.8,37.4,96.4,-45.7,36.2
uzt253,56.7,89.7,-81.5,-22.1,-61.5,-60.4,74.7
shj695,0.0,9.9,71.2,23.7,-77.8,-35.7,-53.1
wor973,11.8,48.4,35.0,21.4,3.4,56.9,-68.5
mno005,-12.0,-44.7,-5.4,-62.6,-79.1,2.4,-88.9
dzi840,79.9,57.8,86.4,52.8,-29.0,-46.9,73.4
jre170,-69.6,-2.6,43.0,31.0,-0.8,-68.1,-78.4
vnr035,-72.9,25.0,-8.6,-2.6,-42.7,48.0,-67.2
dty043,-58.6,-72.8,85.2,-4.7,-38.7,-4.8,2.8
nvx373,-25.9,-100.0,-29.0,-39.2,66.7,-5.7,-66.5
ibn817,-26.5,9.3,-45.1,-29.1,-99.7,5.2,-59.9
zek401,-95.8,34.6,-51.9,61.2,51.7,-72.3,-0.5
zao076,51.9,-91.5,-63.7,76.4,93.4,95.9,0.7
vvq512,-49.9,-3.3,-77.9,-26.3,50.7,-31.6,85.4
vgu018,17.6,-90.8,69.7,81.5,-40.5,-18.0,41.0
yyi832,-94.9,5.2,82.9,-76.8,-1.8,16.1,7.7
ueb755,85.1,-18.1,92.6,-32.0,64.9,77.3,-83.9
rde774,80.7,-86.8,39.4,-93.2,66.8,27.6,68.5
pic397,-41.9,70.8,-3.1,-55.9,21.5,-11.8,19.4
hrq931,72.0,-2.3,23.2,-95.4,-80.6,35.2,1.5
ptk926,43.1,49.9,-37.2,14.1,-4.7,-80.5,57.1
ppn067,67.8,-99.9,51.8,-26.5,13.7,-67.7,-73.1
dfj653,-79.6,-97.0,96.9,88.5,33.5,-92.6,-10.9
ydt703,-79.4,90.5,87.3,-83.2,-85.1,46.8,74.8
nfx791,97.3,87.6,68.0,-95.9,-31.8,23.1,60.9
pic224,29.5,71.7,0.1,-87.9,-62.8,57.2,19.0
sny617,-19.2,-0.7,-1.1,47.9,48.7,-5.4,60.3
pvc426,58.5,54.0,89.8,88.7,-41.3,11.5,15.2
wyo780,97.9,-25.1,-15.9,24.2,27.6,-61.1,-87.9
fkt571,52.9,8.7,54.0,18.8,97.7,-49.1,-23.3
bti431,9.0,78.7,14.5,66.7,-60.9,-10.2,75.3
qqi334,-50.9,-14.4,62.4,65.4,43.3,89.5,-47.3
tbq135,72.1,4.0,-0.7,89.7,50.9,-96.2,56.1
dij368,59.5,88.4,3.6,-85.0,16.4,10.9,99.2
qks266,70.0,-89.1,-12.5,-69.2,-94.2,-49.1,-97.6
pjo451,8.4,-80.5,88.4,-96.5,-5.6,-72.3,-1.7
yma532,54.0,-55.0,28.5,-18.0,91.1,25.3,-26.1
vid980,98.8,-17.6,-80.1,-88.7,61.2,88.9,33.5
dqt840,17.2,44.8,47.6,32.3,93.8,-52.0,-83.4
lld341,-74.8,54.5,-49.5,-55.8,89.0,-11.8,-83.1
uyi221,-54.6,37.0,91.8,19.7,-31.1,0.6,-74.4
kve313,84.2,-44.9,51.2,-23.0,-2.5,47.5,-17.6
mvf498,86.8,-43.8,76.3,-20.6,88.2,-9.0,7.3
xrg058,-2.3,-21.6,9.1,91.9,21.1,-13.5,-5.6
njy420,7.1,-66.8,57.9,-60.4,-14.8,10.0,48.1
cpl330,64.4,-66.6,55.2,69.2,13.8,13.7,19.9
gho635,91.7,31.1,52.5,-74.8,61.8,-78.6,-60.2
igr301,-15.0,28.0,95.3,94.9,-11.1,-99.8,18.7
dwj373,-89.7,92.6,31.1,-86.8,25.6,78.0,95.8
xnf972,-61.7,93.9,-73.5,46.2,-92.9,-66.8,-82.7
aer238,77.4,-31.7,72.2,-39.0,70.7,99.4,-72.7
tfi925,-94.7,50.1,-58.1,22.8,-67.0,-5.3,5.8
zdj268,-24.5,55.5,-80.5,86.5,15.0,64.9,1.7
bpd880,-23.6,71.5,-44.0,44.9,84.0,-23.9,-51.3
dyp098,-79.0,-26.0,12.8,-93.6,-20.3,-27.5,-65.1
pea914,64.6,-92.7,-25.8,46.9,55.9,49.5,74.6
tuo965,-20.1,-95.2,-15.2,79.6,-18.5,60.9,-49.4
xwu259,92.3,23.8,-48.6,56.3,-18.7,-53.9,-75.1
bgl636,-81.4,67.6,37.2,-19.9,84.2,74.7,-10.1
bfv078,36.3,19.0,32.5,-52.2,71.3,85.3,46.3
ejg339,34.1,-89.6,22.5,10.3,-12.4,92.8,25.8
rhq257,-23.1,44.0,-48.9,-21.0,73.0,39.9,13.0
foi429,-54.5,7.7,-80.4,-47.2,3.3,14.6,-24.3
eok962,-28.9,-41.5,-97.6,25.9,78.9,39.1,-57.0
jsw768,85.1,-82.9,-81.5,4.6,7.2,-91.1,-97.7
wux627,-12.1,-97.6,57.2,71.9,-83.3,73.5,-48.6
ccj510,-42.7,-47.8,-52.8,88.5,-51.3,74.9,5.4
ufj022,91.2,-63.3,6.9,67.0,46.0,26.1,-29.5
paq367,0.5,66.1,-86.3,53.1,60.4,89.7,-59.4
sly440,-32.8,-15.8,-9.1,75.1,-93.8,-86.8,60.7
awp615,-48.1,39.9,44.4,99.3,92.3,60.2,-69.3
kkm073,41.0,65.8,47.5,10.6,-75.4,83.0,-99.5
vnw219,42.7,-57.4,29.6,-19.9,-99.2,-46.3,-5.7
jik144,-15.4,-81.9,-1.3,35.0,-43.3,30.4,26.4
krz715,26.8,-92.2,-42.3,94.8,35.6,2.2,46.1
qso103,-59.0,8.7,17.1,90.1,88.9,6.9,-47.0
roj730,31.1,89.5,36.4,75.4,-35.8,-69.7,86.4
vzg563,25.3,74.5,-64.5,60.8,76.2,-50.4,-77.8
gdr285,28.2,-24.0,-4.4,38.6,91.1,-97.1,-68.9
zts517,36.6,6.1,44.1,2.9,-67.9,-91.5,70.2
wxo942,-9.5,-19.6,27.7,96.4,91.7,-61.4,8.4
lbr781,-1.1,50.9,90.7,53.1,-58.6,57.9,-68.8
lsv921,-57.8,-43.0,-91.1,-89.7,70.9,-47.4,-36.1
bbt907,6.3,-2.8,96.2,-62.8,78.1,-45.3,-100.0
zvn248,42.4,-73.9,65.5,14.0,-5.5,-46.5,97.3
mcr854,-25.9,22.9,60.7,-23.1,-44.5,67.7,-21.3
dvp627,-84.8,25.3,82.9,-53.5,-51.9,73.7,39.1
fmy307,96.8,-61.2,0.2,41.9,95.1,44.8,-52.4
pcp602,-7.8,-51.8,68.7,-6.5,5.1,-81.4,13.5
shk246,-19.3,38.7,83.4,-21.5,-62.6,-8.8,16.2
udb489,-38.3,-81.3,62.9,39.8,77.4,91.6,91.2
qas466,-35.7,-67.3,10.5,31.4,35.8,-40.8,-57.8
fio650,-24.2,-83.1,-16.5,20.8,34.4,87.2,10.1
bsv378,-89.8,32.5,16.7,52.6,21.7,-78.0,71.5
wyi086,40.5,62.0,51.9,-30.8,-9.7,-92.5,-5.1
nsj029,25.4,-2.2,99.7,-47.8,-79.8,-49.8,86.5
ijb692,-54.5,33.7,45.4,-38.1,-13.0,28.2,10.5
dnf559,96.0,58.7,-91.4,17.2,32.3,62.1,56.9
jic527,87.3,-38.9,62.7,71.3,3.2,12.9,70.0
qqe418,57.9,-54.7,79.8,-55.8,-1.1,34.4,27.9
ijx427,50.0,-10.9,71.3,-51.5,-32.0,-33.2,81.4
vjt968,85.5,60.0,15.8,27.2,-96.0,23.4,35.8
tht446,96.9,-77.5,14.1,-57.6,61.1,-37.2,46.8
qqh293,93.7,14.0,-18.3,-67.7,-30.8,62.9,17.3
gay060,94.3,-66.2,-41.8,-36.1,-2.6,-14.5,-1.7
aef399,-91.5,-37.5,-6.4,55.1,-38.2,-86.9,-74.4
otl740,-18.1,96.6,-99.3,-55.0,69.5,-43.0,-90.3
vbn819,-43.3,-82.0,49.8,-51.3,1.6,42.8,-68.1
agm034,-59.4,-59.8,-92.8,-3.1,62.7,-85.9,-20.1
rtn613,-35.2,5.6,25.6,49.4,-30.8,-71.4,-78.8
nga549,-65.0,-27.0,11.8,39.8,-43.8,53.2,-88.0
kwk010,24.7,-93.8,-49.6,90.4,33.0,-32.4,-14.4
wcg155,-31.1,64.6,-50.7,1.1,-60.9,44.5,78.9
aia674,-80.4,59.1,-44.9,43.0,81.9,-90.6,79.5
ffy554,-94.1,-92.6,-95.7,41.9,-65.5,-67.9,30.1
ecf024,-51.0,-43.5,54.2,51.3,-8.9,20.6,-98.9
jqf493,60.5,-33.2,-23.0,35.8,-64.2,-89.3,8.3
tos657,-49.5,65.2,24.8,-41.1,-22.0,77.5,81.8
mai244,-84.6,-0.3,86.3,-13.7,-59.8,91.3,1.5
kpa244,23.8,-82.5,87.6,26.3,24.9,-13.4,43.5
ohz558,-35.0,87.8,-87.9,-15.1,-97.0,6.9,73.9
ana645,24.8,69.6,68.1,-52.7,-55.9,28.1,53.1
zko655,-44.7,-24.0,-45.5,-47.7,-70.6,-80.1,-11.7
ika698,-74.9,33.0,77.1,-5.0,10.0,17.9,-96.7
flc798,-91.5,-2.4,53.9,43.2,34.5,28.7,-6.4
cxg538,69.2,-51.2,37.1,8.3,85.4,30.0,41.9
sfr199,-10.6,15.7,-73.8,53.8,85.3,-86.4,-42.5
xsk603,-67.5,72.2,-74.3,-99.0,-18.9,88.3,24.9
jzm845,-62.3,93.5,-53.4,-86.9,72.8,-50.0,93.6
nka427,16.1,-91.3,-54.6,-55.8,-75.9,-90.6,35.6
vgo787,94.1,-11.6,44.3,-53.7,-64.9,64.3,31.0
dms191,-47.1,-14.8,40.9,31.0,3.0,82.8,-3.4
ynw568,76.9,-65.0,-97.0,-83.3,71.3,80.8,65.4
sxl482,30.2,16.2,-53.3,-98.6,-66.5,37.2,-28.5
hgk235,43.7,59.9,-98.7,40.6,-89.9,-87.8,59.0
pas241,66.5,44.9,-25.7,-96.1,-2.3,-87.3,70.4
ymo086,-71.4,47.1,99.0,-8.7,24.4,-41.4,-12.9
llk166,-97.8,55.1,-77.0,-48.4,10.6,81.1,-94.0
xyk558,-48.6,-11.4,37.4,77.7,24.2,98.4,43.2
rce198,-34.7,76.4,-75.5,77.4,18.5,34.6,35.5
mfa187,-66.4,-33.1,76.4,50.6,-64.0,-34.9,-48.9
qrn856,0.6,-49.8,27.1,43.5,36.5,-57.5,-60.3
